SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,LOCALE_NAME,TOTAL_ENROLLMENT,MALE_ENROLLMENT,FEMALE_ENROLLMENT,AMERICAN_INDIAN_ENROLLMENT,ASIAN_ENROLLMENT,AFRICAN_AMERICAN_ENROLLMENT,HISPANIC_ENROLLMENT,HAWAIIAN_ENROLLMENT,WHITE_ENROLLMENT,TWO_OR_MORE_RACES_ENROLLMENT,EARLY_MIDDLE_COLLEGE_ENROLLMENT,KINDERGARTEN_ENROLLMENT,GRADE_1_ENROLLMENT,GRADE_2_ENROLLMENT,GRADE_3_ENROLLMENT,GRADE_4_ENROLLMENT,GRADE_5_ENROLLMENT,GRADE_6_ENROLLMENT,GRADE_7_ENROLLMENT,GRADE_8_ENROLLMENT,GRADE_9_ENROLLMENT,GRADE_10_ENROLLMENT,GRADE_11_ENROLLMENT,GRADE_12_ENROLLMENT,ECONOMIC_DISADVANTAGED_ENROLLMENT,SPECIAL_EDUCATION_ENROLLMENT,ENGLISH_LANGUAGE_LEARNERS_ENROLLMENT
"19 - 20 School Year","82","Wayne RESA","82762","Inkster Preparatory Academy","03034","Inkster Preparatory Academy","82","Wayne","PSA School","Elementary","Suburb: Large","186","92","94","0","0","165","9","0","2","10","0","41","35","37","38","24","11","0","0","0","0","0","0","0","165","<10","<10"
"19 - 20 School Year","82","Wayne RESA","82767","Ivywood Classical Academy","03605","Ivywood Classical Academy","82","Wayne","PSA School","Elementary","Not Specified","131","68","63","0","0","7","7","0","108","9","0","37","18","27","17","23","9","0","0","0","0","0","0","0","25","<10","<10"
"19 - 20 School Year","82","Wayne RESA","82728","Jalen Rose Leadership Academy","00758","Jalen Rose Leadership Academy","82","Wayne","PSA School","High School","City: Large","420","227","193","1","1","417","0","0","0","1","0","0","0","0","0","0","0","0","0","0","130","111","96","83","380","59","<10"
"19 - 20 School Year","82","Wayne RESA","82958","Joy Preparatory Academy","09318","Joy Preparatory Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","293","148","145","1","0","291","1","0","0","0","0","41","50","47","38","38","23","15","29","12","0","0","0","0","293","29","<10"
"19 - 20 School Year","82","Wayne RESA","82976","Keystone Academy","09306","Keystone Academy","82","Wayne","PSA School","Elem_Middle School","Suburb: Large","700","355","345","0","7","99","44","0","503","47","0","109","82","81","72","76","76","78","59","67","0","0","0","0","280","55","37"
"19 - 20 School Year","82","Wayne RESA","82723","Legacy Charter Academy","00367","Legacy Charter Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","751","381","370","1","0","732","4","0","2","12","0","81","84","81","90","84","90","75","87","79","0","0","0","0","738","63","<10"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","00997","Earl F. Carr School","82","Wayne","LEA School","Elementary","Suburb: Large","323","173","150","3","6","39","104","0","151","20","0","60","50","43","58","50","62","0","0","0","0","0","0","0","274","55","46"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","01752","Hoover School","82","Wayne","LEA School","Elementary","Suburb: Large","273","164","109","0","1","35","84","0","135","18","0","55","58","39","43","40","38","0","0","0","0","0","0","0","239","104","25"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","01879","James Foote School","82","Wayne","LEA School","Elementary","Suburb: Large","313","167","146","3","1","29","123","1","141","15","0","55","55","47","53","45","58","0","0","0","0","0","0","0","281","37","67"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","02025","Keppen School","82","Wayne","LEA School","Elementary","Suburb: Large","346","180","166","2","2","33","153","1","117","38","0","59","56","47","70","59","55","0","0","0","0","0","0","0","324","45","94"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","02069","Lafayette School","82","Wayne","LEA School","Elementary","Suburb: Large","502","255","247","2","6","60","274","0","121","39","0","86","88","80","87","73","88","0","0","0","0","0","0","0","485","61","160"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","02207","Lincoln Park High School","82","Wayne","LEA School","High School","Suburb: Large","1330","687","643","4","7","160","587","3","516","53","156","0","0","0","0","0","0","0","0","0","333","399","300","298","1144","176","221"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","08692","Lincoln Park Middle School","82","Wayne","LEA School","Middle School","Suburb: Large","1091","571","520","7","8","130","480","2","406","58","0","0","0","0","0","0","0","378","372","341","0","0","0","0","986","160","194"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","02442","Max Paun School","82","Wayne","LEA School","Elementary","Suburb: Large","354","188","166","1","1","31","174","1","132","14","0","60","55","71","57","47","64","0","0","0","0","0","0","0","324","47","89"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","01487","Mixter School","82","Wayne","LEA Unique Education Provider","High School","Suburb: Large","78","70","8","0","1","7","7","0","58","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","78","<10"
"19 - 20 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","03153","Raupp School","82","Wayne","LEA School","Elementary","Suburb: Large","303","158","145","1","0","87","131","0","68","16","0","54","53","46","51","44","55","0","0","0","0","0","0","0","293","31","69"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","04992","Buchanan Elementary School","82","Wayne","LEA School","Elementary","City: Small","505","276","229","0","8","20","24","0","429","24","0","94","104","108","101","98","0","0","0","0","0","0","0","0","135","42","21"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","04848","Churchill High School","82","Wayne","LEA School","High School","City: Small","1328","694","634","5","75","214","67","0","933","34","0","0","0","0","0","0","0","0","0","0","300","352","336","340","402","152","47"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","00716","Cleveland Elementary School","82","Wayne","LEA School","Elementary","City: Small","474","249","225","2","3","45","29","0","364","31","0","104","103","89","96","82","0","0","0","0","0","0","0","0","271","51","31"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","00788","Coolidge Elementary School","82","Wayne","LEA School","Elementary","City: Small","511","262","249","2","29","27","18","0","417","18","0","104","95","102","107","103","0","0","0","0","0","0","0","0","130","72","39"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","00791","Cooper Upper Elementary School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","705","358","347","2","8","73","30","0","571","21","0","0","0","0","0","0","322","383","0","0","0","0","0","0","318","77","24"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01137","Emerson Middle School","82","Wayne","LEA School","Middle School","City: Small","679","327","352","4","10","66","43","0","529","27","0","0","0","0","0","0","0","0","345","334","0","0","0","0","316","95","16"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01302","Franklin High School","82","Wayne","LEA School","High School","City: Small","1430","763","667","5","29","137","88","0","1117","54","0","0","0","0","0","0","0","0","0","0","361","377","362","330","512","167","43"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03229","Frost Middle School","82","Wayne","LEA School","Middle School","City: Small","638","327","311","1","33","82","23","0","473","26","0","0","0","0","0","0","0","0","336","302","0","0","0","0","200","84","19"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03266","Garfield Community School","82","Wayne","LEA School","Other","City: Small","156","91","65","1","2","54","3","0","92","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","156","<10"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01471","Grant Elementary School","82","Wayne","LEA School","Elementary","City: Small","521","271","250","1","8","32","30","0","436","14","0","116","97","119","89","100","0","0","0","0","0","0","0","0","180","101","<10"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01613","Hayes Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","451","228","223","1","1","49","22","0","358","20","0","98","89","85","84","95","0","0","0","0","0","0","0","0","204","48","14"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01706","Holmes Middle School","82","Wayne","LEA School","Middle School","City: Small","765","385","380","2","25","33","38","0","651","16","0","0","0","0","0","0","0","0","381","384","0","0","0","0","140","61","19"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01750","Hoover Elementary School","82","Wayne","LEA School","Elementary","City: Small","532","254","278","0","12","11","23","0","474","12","0","87","112","104","115","114","0","0","0","0","0","0","0","0","76","38","31"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01873","Jackson Center","82","Wayne","LEA School","Elementary","City: Small","100","58","42","0","0","4","6","0","84","6","0","100","0","0","0","0","0","0","0","0","0","0","0","0","20","14","<10"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01967","Johnson Upper Elementary School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","445","224","221","1","21","78","22","0","310","13","0","0","0","0","0","0","186","259","0","0","0","0","0","0","167","74","26"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01947","Kennedy Elementary School","82","Wayne","LEA School","Elementary","City: Small","421","214","207","0","12","61","24","0","310","14","0","78","89","98","82","74","0","0","0","0","0","0","0","0","134","36","26"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","02726","Livonia Transition Program","82","Wayne","LEA School","Other","City: Small","52","34","18","0","4","9","2","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","52","<10"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","04907","N.W. Wayne Trainable Center","82","Wayne","LEA School","Elem_Middle School","City: Small","62","41","21","0","1","21","4","0","36","0","0","5","4","9","11","5","14","14","0","0","0","0","0","0","34","62","<10"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","02502","Niji-Iro Japanese Immersion Elementary School","82","Wayne","LEA School","Elem_Middle School","City: Small","264","135","129","1","126","24","4","0","60","49","0","49","50","58","33","42","23","9","0","0","0","0","0","0","24","<10","108"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03148","Randolph Elementary School","82","Wayne","LEA School","Elementary","City: Small","474","239","235","0","16","94","26","0","314","24","0","93","110","81","98","92","0","0","0","0","0","0","0","0","180","90","21"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03203","Riley Upper Elementary School","82","Wayne","LEA School","Elem_Middle School","City: Small","687","330","357","0","24","29","33","0","585","16","0","0","0","0","0","0","306","381","0","0","0","0","0","0","148","49","24"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03277","Roosevelt Elementary School","82","Wayne","LEA School","Elementary","City: Small","377","192","185","0","10","47","23","0","289","8","0","76","82","72","74","73","0","0","0","0","0","0","0","0","140","62","17"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","09673","Rosedale Elementary","82","Wayne","LEA School","Elementary","City: Small","286","136","150","0","42","45","9","0","178","12","0","73","46","71","45","51","0","0","0","0","0","0","0","0","112","16","61"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","00025","Stevenson High School","82","Wayne","LEA School","High School","City: Small","1752","894","858","2","75","65","101","0","1452","57","0","0","0","0","0","0","0","0","0","0","412","431","460","449","269","108","26"
"19 - 20 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","07377","Webster Elementary School","82","Wayne","LEA School","Elem_Middle School","City: Small","287","147","140","1","56","10","7","0","201","12","0","0","21","32","56","50","77","51","0","0","0","0","0","0","27","<10","<10"
"19 - 20 School Year","82","Wayne RESA","82747","MacDowell Preparatory Academy","02301","MacDowell Preparatory Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","381","183","198","0","0","380","0","0","1","0","0","42","44","42","41","40","26","40","54","52","0","0","0","0","378","32","<10"
"19 - 20 School Year","82","Wayne RESA","82742","Madison-Carver Academy","01309","Madison-Carver Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","628","293","335","5","2","618","1","0","2","0","0","82","83","77","72","83","74","64","50","43","0","0","0","0","561","55","<10"
"19 - 20 School Year","82","Wayne RESA","82910","Martin Luther King, Jr. Education Center Academy","07425","Martin Luther King, Jr. Education Center Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","447","226","221","0","1","443","2","0","0","1","0","77","67","56","49","44","39","30","45","40","0","0","0","0","384","14","<10"
